timestamp,user,source_ip,event_type,status,failed_attempts,bytes_out
2026-08-24T10:22:00,jdoe,10.0.0.35,login,SUCCESS,1,25003
2026-08-25T10:02:00,jdoe,10.0.0.12,process_start,SUCCESS,1,19066
2026-08-25T09:28:00,admin,10.0.0.29,file_access,SUCCESS,0,11102
2026-08-24T21:56:00,admin,10.0.0.42,login,SUCCESS,0,10342
2026-08-25T07:27:00,jdoe,10.0.0.16,login,SUCCESS,1,33913
2026-08-25T10:13:00,asmith,10.0.0.17,file_access,SUCCESS,0,19028
2026-08-24T21:59:00,asmith,10.0.0.28,process_start,SUCCESS,0,5517
2026-08-25T11:28:00,asmith,10.0.0.38,process_start,SUCCESS,0,16298
2026-08-24T22:32:00,analyst,10.0.0.30,login,SUCCESS,0,1773
2026-08-24T15:29:00,asmith,10.0.0.33,login,SUCCESS,0,16123
2026-08-24T08:34:00,helpdesk,10.0.0.35,vpn,SUCCESS,1,8356
2026-08-25T13:30:00,helpdesk,10.0.0.33,vpn,SUCCESS,1,11435
2026-08-24T12:39:00,analyst,10.0.0.32,login,SUCCESS,0,31226
2026-08-24T15:34:00,asmith,10.0.0.31,login,FAIL,0,13269
2026-08-24T19:57:00,helpdesk,10.0.0.42,login,SUCCESS,1,26472
2026-08-24T06:46:00,jdoe,10.0.0.25,vpn,SUCCESS,1,16941
2026-08-24T19:50:00,intern,10.0.0.35,file_access,SUCCESS,0,21534
2026-08-25T00:01:00,asmith,10.0.0.43,login,SUCCESS,0,24060
2026-08-24T20:56:00,asmith,10.0.0.14,vpn,SUCCESS,0,12884
2026-08-25T02:43:00,analyst,10.0.0.39,login,SUCCESS,1,9040
2026-08-24T15:10:00,helpdesk,10.0.0.39,file_access,FAIL,0,18012
2026-08-24T14:35:00,serviceacct,10.0.0.25,file_access,FAIL,0,23291
2026-08-24T20:11:00,serviceacct,10.0.0.44,login,SUCCESS,0,22807
2026-08-25T06:00:00,jdoe,10.0.0.38,login,SUCCESS,0,18496
2026-08-24T18:33:00,jdoe,10.0.0.26,login,SUCCESS,0,10125
2026-08-24T19:45:00,jdoe,10.0.0.20,login,SUCCESS,1,26973
2026-08-25T13:32:00,jdoe,10.0.0.44,process_start,SUCCESS,1,13315
2026-08-24T06:36:00,helpdesk,10.0.0.22,file_access,SUCCESS,1,26133
2026-08-24T15:55:00,asmith,10.0.0.31,process_start,SUCCESS,0,15120
2026-08-24T20:10:00,serviceacct,10.0.0.25,login,SUCCESS,0,24888
2026-08-25T06:52:00,jdoe,10.0.0.32,process_start,SUCCESS,1,30695
2026-08-24T21:53:00,serviceacct,10.0.0.16,login,SUCCESS,0,20832
2026-08-25T02:17:00,analyst,10.0.0.28,process_start,SUCCESS,0,15778
2026-08-25T04:04:00,jdoe,10.0.0.15,vpn,SUCCESS,1,21209
2026-08-24T17:53:00,asmith,10.0.0.12,vpn,SUCCESS,0,29131
2026-08-24T20:54:00,jdoe,10.0.0.10,file_access,SUCCESS,1,21301
2026-08-24T19:43:00,serviceacct,10.0.0.15,process_start,FAIL,2,16128
2026-08-25T02:52:00,helpdesk,10.0.0.28,vpn,SUCCESS,1,17273
2026-08-25T05:16:00,jdoe,10.0.0.12,login,SUCCESS,1,33328
2026-08-25T04:51:00,jdoe,10.0.0.17,login,SUCCESS,0,12341
2026-08-24T06:40:00,helpdesk,10.0.0.36,login,SUCCESS,1,21999
2026-08-25T08:21:00,analyst,10.0.0.15,file_access,FAIL,2,24793
2026-08-24T19:17:00,asmith,10.0.0.14,login,SUCCESS,0,20068
2026-08-24T17:28:00,asmith,10.0.0.43,login,SUCCESS,0,10318
2026-08-24T14:37:00,jdoe,10.0.0.14,file_access,FAIL,2,14849
2026-08-25T13:41:00,helpdesk,10.0.0.22,vpn,SUCCESS,0,22359
2026-08-25T16:41:00,helpdesk,10.0.0.17,login,SUCCESS,0,26928
2026-08-25T15:04:00,serviceacct,10.0.0.14,file_access,SUCCESS,0,17359
2026-08-25T02:52:00,jdoe,10.0.0.11,file_access,FAIL,2,18378
2026-08-25T04:38:00,intern,10.0.0.43,vpn,SUCCESS,0,19682
2026-08-24T22:59:00,helpdesk,10.0.0.26,file_access,SUCCESS,1,6076
2026-08-25T17:00:00,helpdesk,10.0.0.20,login,SUCCESS,0,17611
2026-08-25T17:42:00,helpdesk,10.0.0.25,file_access,SUCCESS,0,23231
2026-08-24T07:32:00,asmith,10.0.0.28,login,SUCCESS,1,15965
2026-08-24T14:43:00,admin,10.0.0.43,file_access,SUCCESS,0,13623
2026-08-24T23:59:00,asmith,10.0.0.26,vpn,SUCCESS,0,16084
2026-08-25T03:16:00,asmith,10.0.0.31,login,SUCCESS,0,30465
2026-08-25T04:15:00,analyst,10.0.0.12,login,SUCCESS,1,19767
2026-08-25T13:46:00,helpdesk,10.0.0.34,login,SUCCESS,1,7076
2026-08-25T16:32:00,jdoe,10.0.0.12,file_access,SUCCESS,0,19446
2026-08-25T06:53:00,serviceacct,10.0.0.17,process_start,SUCCESS,0,7338
2026-08-25T11:21:00,helpdesk,10.0.0.15,login,SUCCESS,0,10048
2026-08-25T10:53:00,helpdesk,10.0.0.13,process_start,SUCCESS,1,19217
2026-08-25T13:10:00,jdoe,10.0.0.39,process_start,SUCCESS,0,24355
2026-08-24T20:06:00,serviceacct,10.0.0.35,file_access,SUCCESS,0,14048
2026-08-24T09:44:00,jdoe,10.0.0.21,login,SUCCESS,0,10985
2026-08-25T12:28:00,serviceacct,10.0.0.22,login,FAIL,0,11977
2026-08-25T16:20:00,jdoe,10.0.0.29,vpn,SUCCESS,0,15308
2026-08-25T15:14:00,intern,10.0.0.44,process_start,SUCCESS,0,20598
2026-08-25T08:10:00,asmith,10.0.0.31,vpn,SUCCESS,0,13772
2026-08-25T02:52:00,admin,10.0.0.39,login,SUCCESS,1,23196
2026-08-24T23:45:00,helpdesk,10.0.0.17,file_access,SUCCESS,0,19704
2026-08-25T13:28:00,jdoe,10.0.0.24,login,SUCCESS,0,22807
2026-08-25T17:51:00,jdoe,10.0.0.15,login,SUCCESS,1,1622
2026-08-25T09:26:00,jdoe,10.0.0.39,vpn,FAIL,2,10360
2026-08-25T03:17:00,admin,10.0.0.11,vpn,SUCCESS,1,12280
2026-08-24T19:34:00,asmith,10.0.0.33,file_access,SUCCESS,0,10869
2026-08-24T08:09:00,analyst,10.0.0.35,login,SUCCESS,0,38833
2026-08-25T13:05:00,helpdesk,10.0.0.15,file_access,SUCCESS,0,19263
2026-08-25T09:19:00,asmith,10.0.0.21,vpn,SUCCESS,0,36505
2026-08-25T13:03:00,jdoe,10.0.0.37,login,FAIL,0,15695
2026-08-25T02:05:00,asmith,10.0.0.10,login,SUCCESS,1,14708
2026-08-25T04:12:00,helpdesk,10.0.0.35,login,SUCCESS,0,23762
2026-08-24T13:54:00,jdoe,10.0.0.26,process_start,FAIL,0,18513
2026-08-25T02:05:00,admin,10.0.0.16,login,FAIL,0,25271
2026-08-25T06:52:00,serviceacct,10.0.0.26,login,SUCCESS,1,13112
2026-08-25T10:44:00,admin,10.0.0.16,process_start,FAIL,0,12522
2026-08-25T16:39:00,intern,10.0.0.38,login,SUCCESS,0,22719
2026-08-25T05:14:00,intern,10.0.0.11,login,SUCCESS,0,29142
2026-08-24T06:54:00,asmith,10.0.0.41,file_access,SUCCESS,0,17874
2026-08-25T17:34:00,asmith,10.0.0.41,file_access,FAIL,1,13068
2026-08-24T11:27:00,analyst,10.0.0.12,vpn,SUCCESS,1,12901
2026-08-25T00:31:00,jdoe,10.0.0.25,process_start,SUCCESS,0,13399
2026-08-25T16:14:00,jdoe,10.0.0.42,login,FAIL,0,11438
2026-08-25T08:11:00,jdoe,10.0.0.27,file_access,FAIL,2,13069
2026-08-24T12:35:00,asmith,10.0.0.39,login,SUCCESS,0,8140
2026-08-25T05:07:00,analyst,10.0.0.19,file_access,SUCCESS,0,8659
2026-08-24T14:40:00,serviceacct,10.0.0.34,vpn,SUCCESS,0,17149
2026-08-25T16:11:00,analyst,10.0.0.38,login,SUCCESS,0,19370
2026-08-25T10:20:00,jdoe,10.0.0.21,login,FAIL,0,11151
2026-08-24T16:45:00,jdoe,10.0.0.43,file_access,SUCCESS,0,5113
2026-08-25T08:39:00,helpdesk,10.0.0.10,login,SUCCESS,0,9042
2026-08-24T08:28:00,asmith,10.0.0.20,file_access,SUCCESS,0,22017
2026-08-24T18:37:00,analyst,10.0.0.42,login,SUCCESS,0,5724
2026-08-24T12:04:00,admin,10.0.0.18,vpn,FAIL,1,17755
2026-08-25T16:49:00,intern,10.0.0.44,login,SUCCESS,1,30395
2026-08-25T09:16:00,analyst,10.0.0.26,vpn,SUCCESS,1,25451
2026-08-25T11:10:00,jdoe,10.0.0.25,login,SUCCESS,1,18837
2026-08-24T14:08:00,asmith,10.0.0.41,login,SUCCESS,1,23729
2026-08-24T16:28:00,jdoe,10.0.0.17,process_start,FAIL,2,18936
2026-08-24T21:34:00,intern,10.0.0.26,process_start,SUCCESS,0,12009
2026-08-25T01:54:00,helpdesk,10.0.0.32,file_access,SUCCESS,0,37193
2026-08-25T04:52:00,jdoe,10.0.0.22,login,SUCCESS,0,8553
2026-08-24T15:05:00,analyst,10.0.0.22,vpn,SUCCESS,0,22098
2026-08-24T19:33:00,helpdesk,10.0.0.38,login,SUCCESS,0,6762
2026-08-24T21:20:00,helpdesk,10.0.0.29,login,SUCCESS,1,21974
2026-08-25T15:53:00,helpdesk,10.0.0.34,process_start,SUCCESS,0,11325
2026-08-25T12:28:00,jdoe,10.0.0.15,process_start,FAIL,2,16074
2026-08-24T18:51:00,helpdesk,10.0.0.29,process_start,SUCCESS,1,15088
2026-08-25T13:51:00,helpdesk,10.0.0.14,file_access,SUCCESS,0,17271
2026-08-24T23:23:00,asmith,10.0.0.44,login,SUCCESS,1,14134
2026-08-25T15:50:00,analyst,10.0.0.13,process_start,SUCCESS,0,22430
2026-08-24T22:27:00,intern,10.0.0.12,login,FAIL,2,22609
2026-08-24T22:23:00,helpdesk,10.0.0.17,process_start,SUCCESS,1,32071
2026-08-25T10:31:00,jdoe,10.0.0.14,file_access,SUCCESS,1,24352
2026-08-25T13:29:00,serviceacct,10.0.0.22,vpn,SUCCESS,0,18251
2026-08-25T17:39:00,asmith,10.0.0.22,login,SUCCESS,1,27675
2026-08-24T15:16:00,asmith,10.0.0.40,vpn,SUCCESS,1,22540
2026-08-25T17:29:00,jdoe,10.0.0.23,file_access,SUCCESS,1,16262
2026-08-24T11:59:00,helpdesk,10.0.0.33,login,SUCCESS,1,13835
2026-08-25T02:56:00,asmith,10.0.0.37,login,SUCCESS,0,14874
2026-08-24T23:20:00,jdoe,10.0.0.26,file_access,SUCCESS,0,19358
2026-08-24T17:43:00,jdoe,10.0.0.21,vpn,SUCCESS,1,17082
2026-08-24T15:29:00,analyst,10.0.0.43,file_access,SUCCESS,0,3753
2026-08-24T06:38:00,serviceacct,10.0.0.38,login,SUCCESS,1,25852
2026-08-24T22:28:00,asmith,10.0.0.25,file_access,FAIL,2,27173
2026-08-25T07:30:00,helpdesk,10.0.0.24,file_access,SUCCESS,1,21516
2026-08-25T08:47:00,admin,10.0.0.34,vpn,FAIL,2,30045
2026-08-25T15:55:00,analyst,10.0.0.38,vpn,FAIL,0,19375
2026-08-25T02:59:00,helpdesk,10.0.0.18,login,SUCCESS,0,22963
2026-08-24T22:53:00,helpdesk,10.0.0.11,file_access,SUCCESS,1,14833
2026-08-25T08:07:00,jdoe,10.0.0.34,file_access,FAIL,2,1032
2026-08-25T00:31:00,analyst,10.0.0.21,file_access,SUCCESS,1,28523
2026-08-25T14:31:00,asmith,10.0.0.42,login,SUCCESS,0,24141
2026-08-24T21:17:00,helpdesk,10.0.0.35,login,SUCCESS,1,27795
2026-08-25T05:59:00,helpdesk,10.0.0.21,login,SUCCESS,1,24472
2026-08-24T10:10:00,intern,10.0.0.20,file_access,SUCCESS,1,32526
2026-08-24T20:33:00,intern,10.0.0.27,login,SUCCESS,0,13175
2026-08-25T04:04:00,serviceacct,10.0.0.28,file_access,SUCCESS,1,22330
2026-08-25T15:09:00,jdoe,10.0.0.31,file_access,SUCCESS,0,25905
2026-08-25T10:57:00,helpdesk,10.0.0.38,process_start,SUCCESS,0,15643
2026-08-25T14:57:00,jdoe,10.0.0.29,vpn,SUCCESS,0,20462
2026-08-24T21:55:00,analyst,10.0.0.41,file_access,FAIL,0,28980
2026-08-25T11:57:00,jdoe,10.0.0.21,vpn,SUCCESS,0,7195
2026-08-24T19:13:00,jdoe,10.0.0.39,login,SUCCESS,0,17821
2026-08-25T12:51:00,helpdesk,10.0.0.23,file_access,SUCCESS,0,26209
2026-08-24T19:57:00,jdoe,10.0.0.34,login,SUCCESS,1,25754
2026-08-24T11:00:00,helpdesk,10.0.0.40,login,FAIL,0,13043
2026-08-25T15:13:00,intern,10.0.0.21,login,SUCCESS,1,28505
2026-08-25T15:23:00,helpdesk,10.0.0.21,vpn,SUCCESS,0,23951
2026-08-25T05:10:00,asmith,10.0.0.29,login,FAIL,0,23093
2026-08-24T23:38:00,intern,10.0.0.14,vpn,SUCCESS,0,18363
2026-08-24T10:35:00,asmith,10.0.0.33,login,SUCCESS,1,18474
2026-08-24T21:18:00,jdoe,10.0.0.29,login,SUCCESS,0,20800
2026-08-25T14:49:00,admin,10.0.0.17,login,SUCCESS,1,25511
2026-08-25T01:02:00,asmith,10.0.0.19,vpn,SUCCESS,0,16852
2026-08-24T11:02:00,serviceacct,10.0.0.21,process_start,SUCCESS,0,19264
2026-08-25T09:57:00,helpdesk,10.0.0.14,login,SUCCESS,0,23262
2026-08-24T17:43:00,analyst,10.0.0.18,login,FAIL,2,16166
2026-08-24T14:13:00,asmith,10.0.0.28,file_access,SUCCESS,1,14446
2026-08-25T04:34:00,helpdesk,10.0.0.16,vpn,SUCCESS,0,9053
2026-08-25T06:56:00,serviceacct,10.0.0.41,login,SUCCESS,0,6493
2026-08-24T22:01:00,intern,10.0.0.12,login,SUCCESS,0,18627
2026-08-25T11:23:00,serviceacct,10.0.0.32,login,SUCCESS,1,9730
2026-08-24T12:46:00,intern,10.0.0.25,login,SUCCESS,0,18729
2026-08-24T19:08:00,intern,10.0.0.28,login,SUCCESS,0,17561
2026-08-25T10:12:00,jdoe,10.0.0.44,process_start,SUCCESS,0,12981
2026-08-25T17:37:00,analyst,10.0.0.20,vpn,SUCCESS,0,28910
2026-08-24T13:24:00,helpdesk,10.0.0.29,file_access,SUCCESS,0,13947
2026-08-25T03:40:00,asmith,10.0.0.18,login,SUCCESS,1,18445
2026-08-24T17:59:00,serviceacct,10.0.0.36,login,SUCCESS,1,30737
2026-08-25T06:22:00,serviceacct,10.0.0.44,login,SUCCESS,1,12202
2026-08-24T22:27:00,admin,10.0.0.20,process_start,SUCCESS,0,17382
2026-08-25T12:26:00,serviceacct,10.0.0.27,vpn,SUCCESS,0,36057
2026-08-24T22:38:00,helpdesk,10.0.0.28,login,SUCCESS,0,19183
2026-08-25T11:24:00,asmith,10.0.0.12,login,SUCCESS,0,19760
2026-08-24T17:47:00,intern,10.0.0.11,file_access,FAIL,0,8582
2026-08-24T07:06:00,serviceacct,10.0.0.12,login,FAIL,0,23768
2026-08-25T02:32:00,asmith,10.0.0.32,login,FAIL,0,21908
2026-08-24T22:56:00,admin,10.0.0.39,login,SUCCESS,0,18532
2026-08-25T14:11:00,asmith,10.0.0.12,vpn,SUCCESS,1,18510
2026-08-24T08:28:00,analyst,10.0.0.31,login,SUCCESS,0,23460
2026-08-25T07:23:00,jdoe,10.0.0.23,login,SUCCESS,0,9902
2026-08-25T13:06:00,asmith,10.0.0.32,vpn,FAIL,2,7235
2026-08-24T11:41:00,serviceacct,10.0.0.21,process_start,SUCCESS,1,24433
2026-08-24T08:13:00,analyst,10.0.0.16,file_access,SUCCESS,0,15968
2026-08-24T08:09:00,admin,10.0.0.23,file_access,SUCCESS,1,17824
2026-08-24T19:41:00,asmith,10.0.0.12,login,FAIL,2,23724
2026-08-24T22:03:00,analyst,10.0.0.13,process_start,SUCCESS,0,19693
2026-08-25T10:01:00,helpdesk,10.0.0.15,file_access,FAIL,0,11213
2026-08-25T07:40:00,jdoe,10.0.0.19,login,SUCCESS,0,22521
2026-08-24T22:22:00,helpdesk,10.0.0.44,login,SUCCESS,0,27620
2026-08-24T12:39:00,analyst,10.0.0.13,login,SUCCESS,0,12870
2026-08-24T12:59:00,serviceacct,10.0.0.44,vpn,SUCCESS,0,13088
2026-08-25T11:24:00,helpdesk,10.0.0.14,login,SUCCESS,0,15259
2026-08-25T13:51:00,serviceacct,10.0.0.10,file_access,SUCCESS,0,17893
2026-08-25T15:40:00,asmith,10.0.0.26,login,SUCCESS,0,26376
2026-08-25T10:51:00,asmith,10.0.0.27,login,SUCCESS,0,16890
2026-08-25T16:28:00,asmith,10.0.0.26,login,SUCCESS,0,20276
2026-08-24T19:08:00,asmith,10.0.0.43,login,SUCCESS,0,16832
2026-08-24T20:15:00,asmith,10.0.0.14,login,SUCCESS,1,15442
2026-08-25T09:48:00,serviceacct,10.0.0.40,vpn,SUCCESS,0,19292
2026-08-25T05:34:00,jdoe,10.0.0.14,login,SUCCESS,0,17118
2026-08-25T02:46:00,jdoe,10.0.0.34,login,FAIL,1,12977
2026-08-25T08:53:00,analyst,10.0.0.34,vpn,FAIL,0,28189
2026-08-25T03:51:00,serviceacct,10.0.0.43,process_start,SUCCESS,0,30594
2026-08-25T10:08:00,helpdesk,10.0.0.23,process_start,SUCCESS,0,16451
2026-08-25T08:07:00,helpdesk,10.0.0.21,file_access,SUCCESS,1,16062
2026-08-25T14:07:00,jdoe,10.0.0.16,login,FAIL,0,25873
2026-08-24T18:49:00,analyst,10.0.0.24,file_access,SUCCESS,0,12404
2026-08-25T05:50:00,asmith,10.0.0.22,login,SUCCESS,0,22620
2026-08-24T06:22:00,jdoe,10.0.0.34,login,SUCCESS,1,28046
2026-08-25T13:39:00,jdoe,10.0.0.10,login,SUCCESS,0,20372
2026-08-25T05:48:00,jdoe,10.0.0.36,vpn,SUCCESS,0,23718
2026-08-24T11:13:00,analyst,10.0.0.26,vpn,SUCCESS,0,23416
2026-08-24T22:54:00,intern,10.0.0.28,vpn,SUCCESS,1,25855
2026-08-24T22:53:00,serviceacct,10.0.0.30,file_access,SUCCESS,0,15086
2026-08-24T14:45:00,jdoe,10.0.0.25,login,SUCCESS,0,9734
2026-08-24T08:41:00,serviceacct,10.0.0.28,login,SUCCESS,0,12272
2026-08-25T00:52:00,jdoe,10.0.0.40,login,SUCCESS,1,17976
2026-08-25T02:06:00,helpdesk,10.0.0.37,vpn,FAIL,3,31032
2026-08-25T15:30:00,jdoe,10.0.0.23,login,SUCCESS,1,10463
2026-08-24T14:19:00,helpdesk,10.0.0.12,file_access,FAIL,0,14305
2026-08-25T13:40:00,jdoe,10.0.0.28,process_start,SUCCESS,0,23400
2026-08-25T04:52:00,intern,10.0.0.29,file_access,SUCCESS,1,17807
2026-08-25T13:01:00,analyst,10.0.0.40,login,FAIL,1,30405
2026-08-24T16:17:00,helpdesk,10.0.0.37,vpn,SUCCESS,0,10515
2026-08-24T15:41:00,analyst,10.0.0.29,login,SUCCESS,0,4444
2026-08-24T17:29:00,intern,10.0.0.16,login,SUCCESS,0,20459
2026-08-24T21:43:00,asmith,10.0.0.35,vpn,SUCCESS,0,29829
2026-08-25T16:28:00,helpdesk,10.0.0.12,process_start,SUCCESS,1,20149
2026-08-24T13:04:00,analyst,10.0.0.13,vpn,SUCCESS,0,17080
2026-08-24T15:52:00,asmith,10.0.0.43,file_access,SUCCESS,0,19675
2026-08-25T07:17:00,intern,10.0.0.10,file_access,SUCCESS,0,28005
2026-08-25T00:00:00,jdoe,10.0.0.43,login,SUCCESS,1,24611
2026-08-24T15:30:00,intern,10.0.0.41,login,SUCCESS,0,13175
2026-08-25T13:41:00,jdoe,10.0.0.24,process_start,SUCCESS,0,15957
2026-08-24T20:40:00,analyst,10.0.0.34,login,SUCCESS,0,7057
2026-08-25T08:17:00,serviceacct,10.0.0.15,file_access,SUCCESS,0,12306
2026-08-24T18:58:00,admin,10.0.0.19,vpn,SUCCESS,0,16563
2026-08-24T14:04:00,jdoe,10.0.0.18,vpn,SUCCESS,0,9466
2026-08-24T20:07:00,asmith,10.0.0.12,file_access,SUCCESS,1,18824
2026-08-24T22:54:00,admin,10.0.0.41,login,SUCCESS,0,32437
2026-08-25T07:47:00,jdoe,10.0.0.25,vpn,SUCCESS,1,10527
2026-08-25T03:23:00,asmith,10.0.0.40,login,SUCCESS,0,13776
2026-08-25T14:19:00,asmith,10.0.0.14,process_start,SUCCESS,1,19939
2026-08-24T16:45:00,jdoe,10.0.0.20,process_start,SUCCESS,1,23157
2026-08-25T12:21:00,admin,10.0.0.30,vpn,SUCCESS,0,14031
2026-08-25T10:18:00,analyst,10.0.0.27,file_access,SUCCESS,1,24988
2026-08-24T21:30:00,analyst,10.0.0.25,login,SUCCESS,0,14978
2026-08-24T23:50:00,admin,10.0.0.18,login,SUCCESS,0,24074
2026-08-24T14:52:00,analyst,10.0.0.23,login,SUCCESS,1,15353
2026-08-25T00:58:00,asmith,10.0.0.36,process_start,SUCCESS,0,6065
2026-08-24T19:59:00,analyst,10.0.0.28,login,SUCCESS,1,2061
2026-08-24T10:29:00,asmith,10.0.0.32,process_start,SUCCESS,0,23903
2026-08-25T09:39:00,asmith,10.0.0.28,file_access,SUCCESS,1,21466
2026-08-24T10:45:00,analyst,10.0.0.42,login,SUCCESS,0,6755
2026-08-24T06:40:00,analyst,10.0.0.13,login,FAIL,2,23454
2026-08-25T09:35:00,admin,10.0.0.25,process_start,SUCCESS,0,18581
2026-08-25T08:25:00,serviceacct,10.0.0.30,file_access,SUCCESS,0,14730
2026-08-25T16:04:00,serviceacct,10.0.0.18,file_access,SUCCESS,0,19327
2026-08-25T06:07:00,helpdesk,10.0.0.21,login,SUCCESS,0,25007
2026-08-24T19:39:00,intern,10.0.0.30,file_access,SUCCESS,0,10899
2026-08-24T18:51:00,helpdesk,10.0.0.12,file_access,SUCCESS,0,23480
2026-08-25T05:04:00,serviceacct,10.0.0.32,login,SUCCESS,0,23645
2026-08-24T12:01:00,asmith,10.0.0.38,file_access,SUCCESS,0,19442
2026-08-25T06:15:00,helpdesk,10.0.0.22,file_access,SUCCESS,0,14605
2026-08-25T14:48:00,admin,10.0.0.18,file_access,SUCCESS,1,23428
2026-08-24T09:02:00,asmith,10.0.0.22,process_start,SUCCESS,1,28363
2026-08-25T15:56:00,helpdesk,10.0.0.42,login,FAIL,2,13034
2026-08-24T20:18:00,analyst,10.0.0.39,login,FAIL,0,29285
2026-08-24T22:29:00,jdoe,10.0.0.27,file_access,SUCCESS,0,24277
2026-08-25T00:56:00,analyst,10.0.0.24,file_access,SUCCESS,1,23662
2026-08-24T21:09:00,jdoe,10.0.0.18,vpn,SUCCESS,0,20137
2026-08-24T16:28:00,asmith,10.0.0.12,login,SUCCESS,0,17767
2026-08-25T12:56:00,analyst,10.0.0.24,file_access,SUCCESS,0,16543
2026-08-24T09:42:00,intern,10.0.0.33,file_access,SUCCESS,0,13476
2026-08-24T12:14:00,serviceacct,10.0.0.39,vpn,SUCCESS,0,30427
2026-08-25T01:39:00,serviceacct,10.0.0.32,vpn,SUCCESS,0,27130
2026-08-25T14:23:00,helpdesk,10.0.0.37,process_start,SUCCESS,0,6362
2026-08-25T12:10:00,analyst,10.0.0.27,login,SUCCESS,0,16945
2026-08-25T12:29:00,asmith,10.0.0.17,process_start,SUCCESS,0,13003
2026-08-24T19:52:00,analyst,10.0.0.14,login,SUCCESS,0,10196
2026-08-25T15:57:00,asmith,10.0.0.36,vpn,FAIL,0,18683
2026-08-24T21:10:00,intern,10.0.0.44,login,SUCCESS,1,17248
2026-08-25T03:41:00,serviceacct,10.0.0.22,vpn,SUCCESS,0,21134
2026-08-24T21:46:00,helpdesk,10.0.0.43,login,SUCCESS,0,16822
2026-08-24T10:59:00,asmith,10.0.0.13,login,SUCCESS,0,14695
2026-08-24T21:08:00,jdoe,10.0.0.20,login,SUCCESS,0,11685
2026-08-24T08:44:00,jdoe,10.0.0.17,file_access,SUCCESS,0,25424
2026-08-25T16:06:00,asmith,10.0.0.43,login,SUCCESS,1,20156
2026-08-24T22:16:00,jdoe,10.0.0.21,login,FAIL,2,15258
2026-08-24T20:23:00,serviceacct,10.0.0.20,file_access,SUCCESS,0,19683
2026-08-25T10:34:00,asmith,10.0.0.36,vpn,SUCCESS,0,1061
2026-08-24T21:02:00,asmith,10.0.0.18,login,FAIL,0,8307
2026-08-25T04:26:00,intern,10.0.0.22,vpn,SUCCESS,1,24741
2026-08-24T06:21:00,jdoe,10.0.0.12,login,SUCCESS,1,26017
2026-08-24T17:35:00,serviceacct,10.0.0.39,file_access,SUCCESS,0,14279
2026-08-24T07:52:00,analyst,10.0.0.39,login,SUCCESS,0,21605
2026-08-25T11:27:00,asmith,10.0.0.18,login,SUCCESS,1,23009
2026-08-24T19:21:00,analyst,10.0.0.13,vpn,FAIL,0,12453
2026-08-25T15:35:00,analyst,10.0.0.28,login,SUCCESS,0,15844
2026-08-24T08:41:00,jdoe,10.0.0.25,login,SUCCESS,0,24869
2026-08-25T03:53:00,helpdesk,10.0.0.17,login,SUCCESS,0,26649
2026-08-25T08:28:00,asmith,10.0.0.26,file_access,SUCCESS,0,6429
2026-08-25T16:38:00,asmith,10.0.0.32,file_access,SUCCESS,1,26421
2026-08-24T16:59:00,jdoe,10.0.0.23,file_access,SUCCESS,0,10408
2026-08-25T02:28:00,asmith,10.0.0.17,login,SUCCESS,0,10886
2026-08-24T20:09:00,asmith,10.0.0.20,file_access,SUCCESS,0,22947
2026-08-25T00:31:00,asmith,10.0.0.15,login,SUCCESS,0,24511
